Brazil|Estudos de Psicologia (Campinas)||Estud. psicol. (Campinas)|estpsi|0103-166X|0103-166X||Programa de Pós-Graduação em Psicologia, Pontifícia Universidade Católica de Campinas
Brazil|Estudos de Psicologia (Natal)||Estud. psicol. (Natal)|epsic|1413-294X|1413-294X||Programa de Pós-graduação em Psicologia, Universidade Federal do Rio Grande do Norte
Brazil|Estudos Econômicos (São Paulo)||Estud. Econ.|ee|0101-4161|0101-4161||Fundação Instituto de Pesquisas Econômicas - FIPE
Social Sciences|Estudos Feministas||Estud. fem.|ref|0104-026X|0104-026X||Centro de Filosofia e Ciências Humanas e Centro de Comunicação e Expressão da Universidade Federal de Santa Catarina
Brazil|Estudos Históricos (Rio de Janeiro)||Estud. hist. (Rio J.)|eh|0103-2186|0103-2186||Centro de Pesquisa e Documentação de História Contemporânea do Brasil da Fundação Getúlio Vargas
Social Sciences|Estudos Sociedade e Agricultura||Estud.soc.agric.|esaa|1413-0580|1413-0580||Universidade Federal Rural do Rio de Janeiro
Portugal|Etnográfica||Etnográfica|etn|0873-6561|0873-6561||Centro em Rede de Investigação em Antropologia - CRIA
Chile|EURE (Santiago)||EURE (Santiago)|eure|0250-7161|0250-7161||Pontificia Universidad Católica de Chile<br>Facultad de Arquitectura, Diseño y Estudios Urbanos<br> Instituto de Estudios Urbanos y Territoriales
Portugal|Ex aequo||Ex aequo|aeq|0874-5560|0874-5560||Associação Portuguesa de Estudos sobre as Mulheres - APEM
Colombia|Facultad de Ingeniería||Fac. Ing.|rfing|0121-1129|0121-1129||Universidad Pedagógica y Tecnológica de Colombia
Spain|Farmacia Hospitalaria||Farm Hosp.|fh|1130-6343|1130-6343||Aula Médica Ediciones (Grupo Aula Médica S.L.)
Argentina|Fave. Sección ciencias agrarias||FAVE. Secc. Cienc. agrar.|fave|1666-7719|1666-7719||Universidad Nacional del Litoral. Facultad de Ciencias Agrarias
Spain|FEM: Revista de la Fundación Educación Médica||FEM (Ed. impresa)|fem|2014-9832|2014-9832||Fundación Educación Médica y Viguera Editores, S.L.
Portugal|Finisterra - Revista Portuguesa de Geografia||Finisterra|fin|0430-5027|0430-5027||Centro de Estudos Geográficos
Brazil|Fisioterapia e Pesquisa||Fisioter. Pesqui.|fp|1809-2950|1809-2950||Universidade de São Paulo
Brazil|Fisioterapia em Movimento||Fisioter. mov.|fm|0103-5150|0103-5150||Pontifícia Universidade Católica do Paraná
Brazil|Fitopatologia Brasileira||Fitopatol. bras.|fb|0100-4158|0100-4158||Sociedade Brasileira de Fitopatologia
Cuba|Fitosanidad||Fitosanidad|fit|1562-3009|1562-3009|1818-1686|CIDISAV
Brazil|Floresta e Ambiente||Floresta Ambient.|floram|2179-8087||2179-8087|Instituto de Florestas da Universidade Federal Rural do Rio de Janeiro
Peru|Folia Dermatológica Peruana||Folia Dermatol.|fdp|1029-1733||1029-1733|Circulo Dermatológico del Perú
Colombia|Folios||Folios|folios|0123-4870|0123-4870||Universidad Pedagógica Nacional
Brazil|Food Science and Technology (Campinas)||Food Sci. Technol (Campinas)|cta|0101-2061|0101-2061|1678-457X|Sociedade Brasileira de Ciência e Tecnologia de Alimentos
Colombia|Forma y Función||Forma funcion, Santaf, de Bogot, D.C.|fyf|0120-338X|0120-338X||Universidad Nacional de Colombia.
Chile|Formación universitaria||Form. Univ.|formuniv|0718-5006||0718-5006|Centro de Información Tecnológica
Brazil|Fractal : Revista de Psicologia||Fractal, Rev. Psicol.|fractal|1984-0292||1984-0292|Universidade Federal Fluminense, Departamento de Psicologia
Colombia|Franciscanum. Revista de las Ciencias del Espíritu||Franciscanum|frcn|0120-1468|0120-1468||Universidad de San Buenaventura
Mexico|Frontera norte||Frontera norte|fn|0187-7372|0187-7372||El Colegio de la Frontera Norte
South Africa|Fundamina||Fundamina (Pretoria)|funda|1021-545X|1021-545X||Southern African Society of Legal Historians and Unisa Press
Bolivia|Gaceta Médica Boliviana||Gac Med Bol|gmb|1012-2966||1012-2966|Facultad de Medicina de la Universidad Mayor de San Simón
Mexico|Gaceta médica de México||Gac. Méd. Méx|gmm|0016-3813|0016-3813||Academia Nacional de Medicina de México, A.C.
Cuba|Gaceta Médica Espirituana||Gac Méd Espirit|gme|1608-8921||1608-8921|Centro Provincial de Información de Ciencias Médicas de la Universidad de Ciencias Médicas Dr. Faustino Pérez Hernández Sancti Spíritus
Public Health|Gaceta Sanitaria||Gac Sanit|gs|0213-9111|0213-9111||Ediciones Doyma, S.L.
Spain|Gaceta Sanitaria|Gac Sanit|Gac Sanit|gs|0213-9111|0213-9111||Sociedad Española de Salud Pública y Administración Sanitaria (SESPAS)
Brazil|Galáxia (São Paulo)||Galáxia (São Paulo)|gal|1982-2553||1982-2553|Programa de Estudos Pós-graduados em Comunicação e Semiótica - PUC-SP
Chile|Gayana (Concepción)||Gayana (Concepc.)|gayana|0717-6538||0717-6538|Universidad de Concepción.<br>Facultad de Ciencias Naturales y Oceanográficas.
Chile|Gayana. Botánica||Gayana Bot.|gbot|0717-6643||0717-6643|Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción
Portugal|GE-Portuguese Journal of Gastroenterology||GE Port J Gastroenterol|ges|2341-4545|2341-4545||Sociedade Portuguesa de Gastrenterologia
Brazil|Genetics and Molecular Biology||Genet. Mol. Biol.|gmb|1415-4757|1415-4757||Sociedade Brasileira de Genética
Argentina|Geoacta||Geoacta|geoacta|1852-7744||1852-7744|Asociación Argentina de Geofísicos y Geodestas
Mexico|Geofísica internacional||Geofís. Intl|geoint|0016-7169|0016-7169||Instituto de Geofísica, UNAM
Spain|Gerokomos||Gerokomos|geroko|1134-928X|1134-928X||Idemm Farma, S.L.
Mexico|Gestión y política pública||Gest. polít. pública|gpp|1405-1079|1405-1079||Centro de Investigación y Docencia Económicas, División de Administración Pública
Brazil|Gestão & Produção||Gest. Prod.|gp|0104-530X|0104-530X||Universidade Federal de São Carlos
Colombia|Hacia la Promoción de la Salud||Hacia promoc. Salud|hpsal|0121-7577|0121-7577||Universidad de Caldas. Vicerrectoría de Investigaciones y Postgrados
South Africa|Health SA Gesondheid (Online)||Health SA Gesondheid (Online)|hsa|2071-9736|2071-9736||AOSIS OpenJournals
Mexico|Hidrobiológica||Hidrobiológica|hbio|0188-8897|0188-8897||UAM, Unidad Iztapalapa,
Colombia|HiSTOReLo. Revista de Historia Regional y Local||Historelo.rev.hist.reg.local|histo|2145-132X||2145-132X|Universidad Nacional de Colombia
Chile|Historia (Santiago)||Historia (Santiago)|historia|0717-7194||0717-7194|Instituto de Historia<br> Pontificia Universidad Católica de Chile
Social Sciences|Historia (Santiago)||Historia (Santiago)|rh|0717-7194||0717-7194|Instituto de Historia de la Pontificia Universidad Católica de Chile
Colombia|Historia Caribe||Hist. Caribe|hisca|0122-8803|0122-8803||Universidad del Atlántico
Colombia|Historia Crítica||hist.crit.|rhc|0121-1617|0121-1617||Departamento de Historia, Facultad de Ciencias Sociales, Universidad de los Andes
Argentina|Historia de la educación - anuario||Hist. educ. anu.|histed|2313-9277||2313-9277|Sociedad Argentina de Historia de la Educacion.
Mexico|Historia y grafía||Hist. graf|hg|1405-0927|1405-0927||Universidad Iberoamericana, Departamento de Historia
South Africa|Historia||Historia|hist|0018-229X|0018-229X||Historical Association of South Africa
Brazil|História (São Paulo)||História|his|0101-9074|0101-9074|1980-4369|Universidade Estadual Paulista Julio de Mesquita Filho
Social Sciences|História (São Paulo)||História|his|0101-9074|0101-9074|1980-4369|Revista História
Brazil|História da Educação||Hist. Educ.|heduc|2236-3459||2236-3459|Associação Sul-Rio-Grandense de Pesquisadores em História da Educação
Brazil|História, Ciências, Saúde-Manguinhos|Hist Cienc Saude Manguinhos|Hist. cienc. saude-Manguinhos|hcsm|0104-5970|0104-5970||Casa de Oswaldo Cruz, Fundação Oswaldo Cruz
Brazil|Hoehnea||Hoehnea|hoehnea|2236-8906||2236-8906|Instituto de Botânica
Peru|Horizonte Médico||Horiz. Med.|hm|1727-558X|1727-558X||Universidad de San Martín de Porres. Facultad de Medicina Humana
Brazil|Horizontes Antropológicos||Horiz. antropol.|ha|0104-7183|0104-7183||Programa de Pós-Graduação em Antropologia Social - IFCH-UFRGS
Social Sciences|Horizontes Antropológicos||Horiz.antropol.|ha|0104-7183|0104-7183||Programa de Pós-graduação em Antropologia Social - IFCH-UFRGS
Brazil|Horticultura Brasileira||Hortic. Bras.|hb|0102-0536|0102-0536||Associação Brasileira de Horticultura
South Africa|HTS Theological Studies||Herv. teol. stud.|hts|0259-9422|0259-9422||Reformed Theological College at the Faculty of Theology of the University of Pretoria, South Africa
Mexico|Huitzil||Huitzil|huitzil|1870-7459|1870-7459||Sociedad para el Estudio y Conservación de las Aves en México, A.C. (CIPAMEX)
Cuba|Humanidades Médicas||Rev Hum Med|hmc|1727-8120||1727-8120|Centro para el Desarrollo de las Ciencias Sociales y Humanísticas en Salud
Colombia|Iatreia||Iatreia|iat|0121-0793|0121-0793||Universidad de Antioquia
Colombia|Ideas y Valores||Ideas y Valores|idval|0120-0062|0120-0062||Universidad Nacional de Colombia, Facultad de Ciencias Humanas, Departamento de Filosofía.
Chile|Idesia (Arica)||Idesia|idesia|0718-3429||0718-3429|Universidad de Tarapacá. Facultad de Ciencias Agronómicas
Brazil|Iheringia. Série Zoologia||Iheringia, Sér. Zool.|isz|0073-4721|0073-4721||Fundação Zoobotânica do Rio Grande do Sul
Brazil|Ilha do Desterro||Ilha Desterro|ides|2175-8026||2175-8026|Universidade Federal de Santa Catarina
Peru|In Crescendo||In Crescendo|incres|2222-3061||2222-3061|Universidad Católica Los Ángeles de Chimbote
South Africa|In die Skriflig||In Skriflig (Online)|ids|2305-0853|2305-0853|2305-0835|AOSIS OpenJournals
Spain|Index de Enfermería||Index Enferm|index|1132-1296|1132-1296||Fundación Index
South Africa|Indo-Pacific Journal of Phenomenology||Indo-Pac. j. phenomenol. (Online)|ipjp|1445-7377|1445-7377||National Inquiry Services Centre (NISC) (Pty) Ltd.
Peru|Industrial Data||Ind. data|id|1810-9993||1810-9993|Universidad Nacional Mayor de San Marcos. Facultad de Ingeniería Industrial. Instituto de Investigación
Colombia|Infectio||Infect.|inf|0123-9392|0123-9392||Asociación Colombiana de Infectología.
Chile|Información tecnológica||Inf. tecnol.|infotec|0718-0764||0718-0764|Centro de Información Tecnológica
Argentina|Información, cultura y sociedad||Inf. cult. soc.|ics|1851-1740||1851-1740|Instituto de Investigaciones Bibliotecológicas. Facultad de Filosofía y Letras. Universidad de Buenos Aires
Chile|Ingeniare. Revista chilena de ingeniería||Ingeniare. Rev. chil. ing.|ingeniare|0718-3305||0718-3305|Universidad de Tarapacá. Escuela Universitaria de Ingeniería Electrica - Electrónica
Colombia|Ingeniería e Investigación||Ing. Investig.|iei|0120-5609|0120-5609||Facultad de Ingeniería, Universidad Nacional de Colombia.
Cuba|Ingeniería Electrónica, Automática y Comunicaciones||EAC|eac|1815-5928||1815-5928|Instituto Superior Politécnico José A. Echeverría. Cujae
Cuba|Ingeniería Energética||Energética|rie|1815-5901||1815-5901|Instituto Superior Politécnico José A. Echeverría.Cujae
Cuba|Ingeniería Hidráulica y Ambiental||riha|riha|1680-0338|1680-0338||Instituto Superior Politécnico José A. Echeverría. Cujae
Cuba|Ingeniería Industrial||Ing. Ind.|rii|1815-5936||1815-5936|Facultad de Ingeniería Industrial, Instituto Superior Politécnico José Antonio Echeverría, Cujae.
Cuba|Ingeniería Mecánica||Ingeniería Mecánica|im|1815-5944||1815-5944|Facultad de Ingeniería Mecánica. Instituto Superior Politécnico "José Antonio Echeverría"
Mexico|Ingeniería mecánica, tecnología y desarrollo||Ingenier. mecáni. tecnolog. desarroll|imtd|1665-7381|1665-7381||Sociedad Mexicana de Ingeniería Mecánica
Mexico|Ingeniería sísmica||Ing. sísm|ris|0185-092X|0185-092X||Sociedad Mexicana de Ingeniería Sísmica A.C.
Colombia|Ingeniería y Ciencia||ing.cienc.|ince|1794-9165|1794-9165||Escuela de Ciencias y Humanidades y Escuela de Ingeniería de la Universidad EAFIT
Colombia|Ingeniería y Desarrollo||Ing. Desarro.|inde|0122-3461|0122-3461|2145-9371|Fundación Universidad del Norte
Colombia|Ingeniería y Universidad||Ing. Univ.|inun|0123-2126|0123-2126||Pontificia Universidad Javeriana
Mexico|Ingeniería, investigación y tecnología||Ing. invest. y tecnol.|iit|1405-7743|1405-7743||Facultad de Ingeniería, UNAM
Social Sciences|Innovar : Revista de Ciencias Administrativas y Sociales||Innovar|inn|0121-5051|0121-5051||Escuela de Administración de Empresas y Contaduría Pública, Facultad de Ciencias Económicas, Universidad Nacional de Colombia
Colombia|Innovar||Innovar|inno|0121-5051|0121-5051||Facultad de Ciencias Económicas. Universidad Nacional de Colombia.
Argentina|Insuficiencia cardíaca||Insuf. card.|ic|1852-3862||1852-3862|Comité Insuficiencia Cardíaca
Brazil|Interações (Campo Grande)||Interações (Campo Grande)|inter|1518-7012|1518-7012||Universidade Católica Dom Bosco
Brazil|Intercom: Revista Brasileira de Ciências da Comunicação||Intercom, Rev. Bras. Ciênc. Comun.|interc|1809-5844|1809-5844||Sociedade Brasileira de Estudos Interdisciplinares da Comunicação (INTERCOM)
Argentina|Interdisciplinaria||Interdisciplinaria|interd|1668-7027||1668-7027|Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines (CIIPCA)
Brazil|Interface - Comunicação, Saúde, Educação||Interface (Botucatu)|icse|1414-3283|1414-3283|1807-5762|UNESP
Public Health|Interface - Comunicação, Saúde, Educação||Interface (Botucatu)|icse|1414-3283|1414-3283|1807-5762|UNESP
Social Sciences|Interface - Comunicação, Saúde, Educação||Interface (Botucatu)|icse|1414-3283|1414-3283||UNESP
Brazil|International Archives of Otorhinolaryngology||Int. Arch. Otorhinolaryngol.|iao|1809-4864|1809-9777|1809-4864|Fundação Otorrinolaringologia
Brazil|International braz j urol|int j urol|Int. braz j urol.|ibju|1677-5538|1677-5538||Sociedade Brasileira de Urologia
Chile|International Journal of Morphology||Int. J. Morphol.|ijmorphol|0717-9502||0717-9502|Sociedad Chilena de Anatomía
Chile|International journal of odontostomatology||Int. J. Odontostomat.|ijodontos|0718-381X||0718-381X|Universidad de La Frontera. Facultad de Medicina
Colombia|International Journal of Psychological Research||int.j.psychol.res.|ijpr|2011-2084|2011-2084||Facultad de Psicología. Universidad de San Buenaventura, Medellín
Colombia|International Law||Int. Law: Rev. Colomb. Derecho Int.|ilrdi|1692-8156|1692-8156||Facultad de Ciencias Jurídica, Pontificia Universidad Javeriana
Spain|International Microbiology|Int Microbiol|INT. MICROBIOL.|im|1139-6709|1139-6709||Sociedad Española de Microbiología
Argentina|Intersecciones en antropología||Intersecciones antropol.|iant|1850-373X||1850-373X|Universidad Nacional del Centro de la Provincia de Buenos Aires. Facultad de Ciencias Sociales
Costa Rica|InterSedes||InterSedes|is|2215-2458||2215-2458|Sedes Regionales
Mexico|Intervención (México DF)||Intervención (Méx. DF)|inter|2007-249X|2007-249X||Instituto Nacional de Antropología e Historia, Escuela Nacional de Conservación, Restauración y Museografía
Spain|Intervención Psicosocial||Intervención Psicosocial|inter|1132-0559|1132-0559||Colegio Oficial de Psicólogos de Madrid
Colombia|Investigaciones Andina||Investig. andina|inan|0124-8146|0124-8146||Fundación Universitaria del Área Andina
Mexico|Investigaciones geográficas||Invest. Geog|igeo|0188-4611|0188-4611||Instituto de Geografía, UNAM
Chile|Investigaciones marinas||Investig. mar.|imar|0717-7178||0717-7178|Escuela de Ciencias del Mar <BR>Pontificia Universidad Católica de Valparaíso
Mexico|Investigación bibliotecológica||Investig. bibl|ib|0187-358X|0187-358X||UNAM, Instituto de Investigaciones Bibliotecológicas y de la Información
Mexico|Investigación económica||Inv. Econ|ineco|0185-1667|0185-1667||UNAM, Facultad de Economía
Peru|Investigación Educativa||Invest. Educ.|ie|1728-5852||1728-5852|Universidad Nacional Mayor de San Marcos. Facultad de Educación. Instituto de Investigaciones Educativas
Mexico|Investigación en educación médica||Investigación educ. médica|iem|2007-5057|2007-5057||Universidad Nacional Autónoma de México, Facultad de Medicina
Colombia|Investigación y Desarrollo||Investig. desarro.|indes|0121-3261|0121-3261|2011-7574|Fundación Universidad del Norte
Colombia|Investigación y Educación en Enfermería||Invest. educ. enferm|iee|0120-5307|0120-5307||Imprenta Universidad de Antioquia
Portugal|Investigação Operacional||Inv. Op.|iop|0874-5161|0874-5161||APDIO - Associação Portuguesa de Investigação Operacional
Argentina|InVet||InVet|invet|1668-3498||1668-3498|Facultad de Ciencias Veterinarias, Universidad de Buenos Aires
Mexico|Isonomía||Isonomía|is|1405-0218|1405-0218||Instituto Tecnológico Autónomo de México; Fontamara
Bolivia|Iuris Tantum Revista Boliviana de Derecho||Rev. Bol. Der.|rbd|2070-8157||2070-8157|Fundación Iuris Tantum
Chile|Ius et Praxis||Ius et Praxis|iusetp|0718-0012||0718-0012|Legal Publishing Chile
Brazil|JISTEM - Journal of Information Systems and Technology Management||JISTEM J.Inf.Syst. Technol. Manag.|jistm|1807-1775||1807-1775|TECSI Laboratório de Tecnologia e Sistemas de Informação - FEA/USP
Brazil|Jornal Brasileiro de Nefrologia|J Bras Nefrol|J. Bras. Nefrol.|jbn|0101-2800|0101-2800||Sociedade Brasileira de Nefrologia
Brazil|Jornal Brasileiro de Patologia e Medicina Laboratorial||J. Bras. Patol. Med. Lab.|jbpml|1676-2444|1676-2444||Sociedade Brasileira de Patologia Clínica-Sociedade Brasileira de Patologia-Sociedade Brasileira de Citopatologia
Brazil|Jornal Brasileiro de Pneumologia|J Bras Pneumol|J. bras. pneumol.|jbpneu|1806-3713|1806-3713||Sociedade Brasileira de Pneumologia e Tisiologia
Brazil|Jornal Brasileiro de Psiquiatria|J Bras Psiquiatr|J. bras. psiquiatr.|jbpsiq|0047-2085|0047-2085||Instituto de Psiquiatria da Universidade Federal do Rio de Janeiro
Brazil|Jornal da Sociedade Brasileira de Fonoaudiologia||J. Soc. Bras. Fonoaudiol.|jsbf|2179-6491||2179-6491|Sociedade Brasileira de Fonoaudiologia
Brazil|Jornal de Pediatria|J Pediatr (Rio J)|J. Pediatr. (Rio J.)|jped|0021-7557|0021-7557||Sociedade Brasileira de Pediatria
Brazil|Jornal de Pneumologia||J. Pneumologia|jpneu|0102-3586|0102-3586||Sociedade Brasileira de Pneumologia e Tisiologia
Portugal|Jornal Português de Gastrenterologia||J Port Gastrenterol.|ge|0872-8178|0872-8178||Sociedade Portuguesa de Gastrenterologia
Brazil|Jornal Vascular Brasileiro||J. vasc. bras.|jvb|1677-5449|1677-5449||Sociedade Brasileira de Angiologia e de Cirurgia Vascular (SBACV)
South Africa|Journal for Islamic Studies||JIS|jis|0257-7062|0257-7062||University of Cape Town: Centre for Contemporary Islam
South Africa|Journal for the Study of Religion||J. Study Relig.|jsr|1011-7601|1011-7601||Association for the Study of Religion in Southern Africa
Brazil|Journal of Applied Oral Science|J Appl Oral Sci|J. Appl. Oral Sci.|jaos|1678-7757|1678-7757||Faculdade De Odontologia De Bauru - USP
Mexico|Journal of applied research and technology||J. appl. res. technol|jart|1665-6423|1665-6423||UNAM, Centro de Ciencias Aplicadas y Desarrollo Tecnológico
Mexico|Journal of behavior, health & social issues (México)||J. behav. health soc. ISSUES|jbhsi|2007-0780|2007-0780||Asociación Mexicana de Comportamiento y Salud, A.C.
Brazil|Journal of Coloproctology (Rio de Janeiro)||J. Coloproctol. (Rio J.)|jcol|2237-9363|2237-9363||Sociedade Brasileira de Coloproctologia
Peru|Journal of Economics, Finance and Administrative Science||Journal of Economics, Finance and Administrative Science|jefas|2077-1886|2077-1886||Universidad ESAN
South Africa|Journal of Energy in Southern Africa||J. energy South. Afr.|jesa|1021-447X|1021-447X||The Research Energy Centre of the University of Cape Town
Brazil|Journal of Epilepsy and Clinical Neurophysiology||J. epilepsy clin. neurophysiol.|jecn|1676-2649|1676-2649||Liga Brasileira de Epilepsia (LBE)
Brazil|Journal of Microwaves, Optoelectronics and Electromagnetic Applications||J. Microw. Optoelectron. Electromagn. Appl.|jmoea|2179-1074||2179-1074|Sociedade Brasileira de Microondas e Optoeletrônica e Sociedade Brasileira de Eletromagnetismo
Brazil|Journal of Seed Science||J. Seed Sci.|jss|2317-1537|2317-1537||ABRATES - Associação Brasileira de Tecnologia de Sementes
Chile|Journal of soil science and plant nutrition||J. Soil Sci. Plant Nutr.|jsspn|0718-9516||0718-9516|Chilean Society of Soil Science/Sociedad Chilena de la Ciencia del Suelo
Chile|Journal of technology management & innovation||Journal of Technology Management & Innovation|jotmi|0718-2724||0718-2724|Universidad Alberto Hurtado. Facultad de Economía y Negocios
Brazil|Journal of the Brazilian Chemical Society||J. Braz. Chem. Soc.|jbchs|0103-5053|0103-5053||Sociedade Brasileira de Química
Brazil|Journal of the Brazilian Computer Society||J. Braz. Comp. Soc.|jbcos|0104-6500|0104-6500||Sociedade Brasileira de Computação
Brazil|Journal of the Brazilian Society of Mechanical Sciences and Engineering||J. Braz. Soc. Mech. Sci. & Eng.|jbsmse|1678-5878|1678-5878||Associação Brasileira de Engenharia e Ciências Mecânicas - ABCM
Brazil|Journal of the Brazilian Society of Mechanical Sciences||J. Braz. Soc. Mech. Sci.|jbsms|0100-7386|0100-7386||The Brazilian Society of Mechanical Sciences
Chile|Journal of the Chilean Chemical Society||J. Chil. Chem. Soc.|jcchems|0717-9707||0717-9707|Sociedad Chilena de Química
Mexico|Journal of the Mexican Chemical Society||J. Mex. Chem. Soc|jmcs|1870-249X|1870-249X||Sociedad Química de México A.C.
Bolivia|Journal of the Selva Andina Research Society||J. Selva Andina Res. Soc.|jsars|2072-9294||2072-9294|Órgano oficial de la:-SELVA ANDINA RESEARCH SOCIETY
South Africa|Journal of the South African Institution of Civil Engineering||J. S. Afr. Inst. Civ. Eng.|jsaice|1021-2019|1021-2019||South African Institution of Civil Engineering
South Africa|Journal of the South African Veterinary Association||J. S. Afr. Vet. Assoc.|jsava|1019-9128|1019-9128||AOSIS OpenJournals
South Africa|Journal of the Southern African Institute of Mining and Metallurgy||J. S. Afr. Inst. Min. Metall.|jsaimm|0038-223X|0038-223X||The Southern African Institute of Mining and Metallurgy
Chile|Journal of theoretical and applied electronic commerce research||J. theor. appl. electron. commer. res.|jtaer|0718-1876||0718-1876|Universidad de Talca
Brazil|Journal of Transport Literature||J. Transp. Lit.|jtl|2238-1031||2238-1031|Sociedade Brasileira de Planejamento dos Transportes
Brazil|Journal of Venomous Animals and Toxins including Tropical Diseases|J Venom Anim Toxins Incl Trop Dis|J. Venom. Anim. Toxins incl. Trop. Dis|jvatitd|1678-9199||1678-9199|Centro de Estudos de Venenos e Animais Peçonhentos - CEVAP, Universidade Estadual Paulista - UNESP
Brazil|Journal of Venomous Animals and Toxins||J. Venom. Anim. Toxins|jvat|0104-7930|||Centro de Estudos de Venenos e Animais Peçonhentos - CEVAP, Universidade Estadual Paulista - UNESP
Peru|Kiru||Kiru|kiru|1812-7886||1812-7886|Universidad de San Martín de Porres. Facultad de Odontología
South Africa|Koedoe||Koedoe|koedoe|0075-6458|0075-6458||AOSIS OpenJournals
South Africa|Koers||Koers (Online)|koers|2304-8557|2304-8557||AOSIS OpenJournals
Brazil|Kriterion: Revista de Filosofia||Kriterion|kr|0100-512X|0100-512X||Faculdade de Filosofia e Ciências Humanas da UFMG
Social Sciences|Kriterion: Revista de Filosofia||Kriterion|kr|0100-512X|0100-512X||Faculdade de Filosofia e Ciências Humanas da UFMG
South Africa|Kronos||Kronos|kronos|0259-0190|0259-0190||University of the Western Cape
Argentina|Kurtziana||Kurtziana|kurtz|1852-5962||1852-5962|Museo Botánico
Argentina|La aljaba||Aljaba|aljaba|1669-5704||1669-5704|Área Interdisciplinaria de Estudios de la Mujer (UNLu); Centro Interdisciplinario de Estudios de Género (UNComa); Instituto Interdisciplinario de Estudios de la Mujer (UNLPam)
Argentina|La trama de la comunicación||Trama comun.|trama|1668-5628|1668-5628||Universidad Nacional de Rosario. Facultad de Ciencia Política y Relaciones Internacionales. Escuela de Comunicación Social. Departamento de Ciencias de la Comunicación.
Mexico|La ventana. Revista de estudios de género||La ventana|laven|1405-9436|1405-9436||Universidad de Guadalajara, Centro de Estudios de Género
Argentina|La zaranda de ideas||Zaranda ideas|zi|1853-1296||1853-1296|Sociedad Argentina de Antropología
Portugal|Laboratório de Psicologia||Lab. Psi.|labp|1646-6004||1646-6004|ISPA - Instituto Universitário
Portugal|Laboreal||Laboreal|lab|1646-5237||1646-5237|Universidade do Porto – Faculdade de Psicologia e de Ciências da Educação
Costa Rica|Lankesteriana||Lankesteriana|lankesteriana|1409-3871|1409-3871||Lankester Botanical Garden, University of Costa Rica
Argentina|Latin American applied research||Lat. Am. appl. res.|laar|0327-0793|0327-0793|1851-8796|Universidad Nacional del Sur y Consejo Nacional de Investigaciones Científicas y Técnicas
Chile|Latin american journal of aquatic research||Lat. Am. J. Aquat. Res.|lajar|0718-560X||0718-560X|Pontificia Universidad Católica de Valparaíso<BR>Facultad de Recursos Naturales<BR>Escuela de Ciencias del Mar
Chile|Latin american journal of economics||Lat. Am. J. Econ.|laje|0719-0433||0719-0433|Pontificia Universidad Católica de Chile. Instituto de Economía.
Argentina|Latin American journal of sedimentology and basin analysis||Lat. Am. j. sedimentol. basin anal.|lajsba|1851-4979||1851-4979|Asociación Argentina de Sedimentología
Brazil|Latin American Journal of Solids and Structures||Lat. Am. j. solids struct.|lajss|1679-7825||1679-7825|Associação Brasileira de Ciências Mecânicas
Mexico|Latinoamérica. Revista de estudios Latinoamericanos||Latinoamérica|latinoam|1665-8574|1665-8574||Centro de Investigaciones sobre América Latina y el Caribe, UNAM
South Africa|Law, Democracy and Development||Law democr. Dev.|ldd|2077-4907|2077-4907|1028-1053|University of the Western Cape, Faculty of Law
Colombia|Lecturas de Economía||Lect. Econ.|le|0120-2596|0120-2596||Universidad de Antioquia
Colombia|Lenguaje||Leng.|leng|0120-3479|0120-3479||Universidad del Valle, Escuela de Ciencias del Lenguaje
Peru|Letras||Letras|letras|2071-5072|2071-5072||Universidad Nacional Mayor de San Marcos. Facultad de Letras y Ciencias Humanas
Peru|Liberabit||liber.|liber|1729-4827|1729-4827||Universidad de San Martín de Porres. Facultad de Ciencias de la Comunicación, Turismo y Psicología
Mexico|LiminaR||LiminaR|liminar|1665-8027|1665-8027|2007-8900|Universidad de Ciencias y Artes de Chiapas, Centro de Estudios Superiores de México y Centroamérica
Brazil|Linguagem em (Dis)curso||Ling. (dis)curso|ld|1518-7632|1518-7632||Universidade do Sul de Santa Catarina
Mexico|Literatura mexicana||Lit. mex|lm|0188-2546|0188-2546||Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas
Chile|Literatura y lingüística||Lit. lingüíst.|lyl|0716-5811|0716-5811||Universidad Católica Silva Henríquez
Colombia|Literatura: Teoría, Historia, Crítica||Lit. teor. hist. crit.|lthc|0123-5931|2256-5450|0123-5931|Universidad Nacional de Colombia
Brazil|Lua Nova: Revista de Cultura e Política||Lua Nova|ln|0102-6445|0102-6445||CEDEC
Colombia|Luna Azul||Luna Azul|luaz|1909-2474|1909-2474||Universidad de Caldas
Brazil|Machado de Assis em Linha||Machado Assis Linha|mael|1983-6821||1983-6821|Fundação Casa de Rui Barbosa
Mexico|Madera y bosques||Madera bosques|mb|1405-0471|1405-0471||Instituto de Ecología A.C.
Chile|Maderas. Ciencia y tecnología||Maderas, Cienc. tecnol.|maderas|0718-221X||0718-221X|Universidad del Bío-Bío
Chile|Magallania (Punta Arenas)||Magallania|magallania|0718-2244||0718-2244|Universidad de Magallanes. Instituto de la Patagonia. Centro de Estudios del Hombre Austral
